Year,1 - State Name,8 - Structure Number,2024 NBI Structure Number,22 - Owner Agency,3 - County Name,City - InfoBridge Place Code,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),58 - Deck Condition Rating,59 - Superstructure Condition Rating,60 - Substructure Condition Rating,113 - Scour Critical Bridge Value,Average Relative Humidity,Average Temperature,Maximum Temperature,Mean Wind Speed,Minimum Temperature,Number of Freeze-Thaw Cycles,Number of Snowfall Days,Number of Days with Measurable Precipitation,Number of Days with Temperature Below 0?C,Prevailing Wind Direction,Time of Wetness,Total Precipitation,Computed - Average Daily Truck Traffic (Volume),64 - Operating Rating (US tons),66 - Inventory Rating (US tons)
2002,Pennsylvania,360324007012890,000000000021212,State Highway Agency,Lancaster County,,1970,834,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,PA 324;SR 0324    ,Fair,32,6,7,6,Evaluation not yet made,72,12.1,38.4,1,-12.9,101,27,115,113,147.11,3026,1203.44,50,77.4,21.8
2002,Pennsylvania,364003011000000,000000000042120,State Highway Agency,Lancaster County,,1936,2225,Steel,Truss - Thru,1,85,SR 4003           ,Poor,66,9,4,5,Evaluation not yet made,72,12.1,38.4,1,-12.9,101,27,115,113,147.11,3026,1203.44,89,31.7,20.8
2002,Virginia,000000000014216,000000000014216,State Highway Agency,Prince William County,,1980,15275,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,EBL ROUTE 0066    ,Good,22,7,7,7,Bridge not over waterway,70,13.3,38.1,2,-11.7,105,22,104,110,152.29,2742,1144.19,764,75.4,55.6
2002,Pennsylvania,222043001000000,000000000014359,State Highway Agency,Dauphin County,,1969,300,Steel Continuous,Stringer/Multi-beam or Girder,2,242.1,T-494/SCHOOLHS RD ,Fair,33,7,6,6,Bridge not over waterway,72,11.9,38.1,1,-13.4,106,26,113,118,148.66,2903,1148.64,24,62.5,37.7
2002,Virginia,000000000023858,000000000023858,State Highway Agency,Fairfax County,,1993,2900,Prestressed Concrete,Stringer/Multi-beam or Girder,2,190.9,CLARA BARTON DR.  ,Good,9,8,8,8,Bridge not over waterway,70,13.3,38.1,2,-11.7,105,22,104,110,152.29,2742,1144.19,58,92.3,55.6
2002,New York,000000001016310,000000001016310,State Highway Agency,Steuben County,,1990,7522,Prestressed Concrete,Box Beam or Girders - Multiple,2,176.8,MAIN ST           ,Fair,12,7,5,8,Foundations stable; Scour above top of footing,76,8.4,34.2,0,-20.1,124,120,146,170,125.65,2838,1195.95,527,84,49.9
2002,Virginia,000000000011061,000000000011061,State Highway Agency,Loudoun County,,1987,16000,Steel,Stringer/Multi-beam or Girder,3,210,SR-7 BYPASS WBL   ,Good,15,7,7,7,Foundations stable; Scour above top of footing,70,13.3,38.1,2,-11.7,105,22,104,110,152.29,2742,1144.19,640,110.1,60.5
2002,Virginia,000000000000067,000000000000067,State Highway Agency,Arlington County,,1982,1875,Steel Continuous,Stringer/Multi-beam or Girder,2,226,NORTH SCOTT STREET,Fair,20,7,6,6,Bridge not over waterway,70,13.7,37.8,3,-10.8,91,18,104,94,154.96,2875,1215.4,19,76.4,37.7
2002,Virginia,000000000000131,000000000000131,State Highway Agency,Arlington County,,1973,27951,Steel,Stringer/Multi-beam or Girder,2,121.1,WASHINGTON BLVD.  ,Fair,29,7,7,6,Bridge not over waterway,70,13.7,37.8,3,-10.8,91,18,104,94,154.96,2875,1215.4,280,95.2,57.5
2002,Virginia,000000000023678,000000000023678,State Highway Agency,Fairfax County,,1993,9220,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,LEE CHAPEL ROAD   ,Good,9,8,8,8,Foundations Stable,70,13.9,38.5,1,-10.1,94,16,101,97,146.22,2904,1182.86,277,55.6,37.7
2002,Pennsylvania,460309013000000,000000000027369,State Highway Agency,Montgomery County,,1958,55322,Steel Continuous,Stringer/Multi-beam or Girder,3,298.9,PA 309 BY-PASS    ,Fair,44,6,5,6,Bridge not over waterway,72,12.8,38.6,2,-11.8,101,26,111,104,141.68,3242,1277.68,1660,89.3,53.6
2003,Delaware,      1806 060 ,      1806 060 ,State Highway Agency,New Castle County,,1975,26377,Steel Continuous,Stringer/Multi-beam or Girder,2,222.1,I 495 SB          ,Fair,28,8,6,6,Bridge not over waterway,83,11.5,32.5,3,-13.2,74,46,147,98,157.3,4605,1802.16,2638,64,38
2003,Delaware,      2920N150 ,      2920N150 ,State Highway Agency,Kent County,,1992,13101,Steel,Stringer/Multi-beam or Girder,1,71.9,SR 1              ,Good,11,7,8,7,Bridge not over waterway,83,12,32,3,-13,75,40,149,92,158.55,4761,1718.59,1179,75,55
2003,Delaware,      1305N082 ,      1305N082 ,State Highway Agency,New Castle County,,1994,35781,Prestressed Concrete,Stringer/Multi-beam or Girder,1,75.1,DUPONT HWY        ,Good,9,7,8,8,Foundations stable; Scour above top of footing,83,11.5,32.5,3,-13.2,74,46,147,98,157.3,4605,1802.16,6083,99,72
2003,California,      24 0287L ,      24 0287L ,State Highway Agency,Sacramento County,,1975,20800,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,258.9,INTERSTATE 5 SB   ,Fair,28,5,8,7,Bridge not over waterway,58,16.9,44.9,2,-1,2,2,79,2,135.29,2140,708.15,3744,110.1,35.9
2003,Mississippi,11000100240435B,11000100240435B,State Highway Agency,Harrison County,,1970,23000,Prestressed Concrete,Stringer/Multi-beam or Girder,1,217.8,I 10              ,Good,33,7,7,8,Bridge not over waterway,79,20.1,32.3,3,-4.8,3,0,136,3,187.11,4645,1628.09,2990,66.9,61.5
2003,Mississippi,11000100240460B,11000100240460B,State Highway Agency,Harrison County,,1970,20500,Prestressed Concrete,Stringer/Multi-beam or Girder,1,422.9,I 10              ,Good,33,7,7,8,Bridge not over waterway,79,20.1,32.3,3,-4.8,3,0,136,3,187.11,4645,1628.09,2665,68.7,65.7
2003,Mississippi,21000840161114B,21000840161114B,State Highway Agency,Covington County,,2002,1800,Prestressed Concrete,Stringer/Multi-beam or Girder,1,140.1,US 84             ,Good,1,8,8,8,Foundations stable; Scour above top of footing,80,18,36.4,0,-7.2,41,1,133,41,179.91,5001,1677.17,180,47.3,42
2003,Mississippi,11002200250005B,11002200250005B,State Highway Agency,Hinds County,,1977,23000,Steel Continuous,Stringer/Multi-beam or Girder,3,315,I 220             ,Good,26,8,8,8,Bridge not over waterway,78,17.5,37.8,1,-7.8,47,7,125,48,181.84,4623,1336.29,3450,58.5,34.7
2003,Florida,         790174,         790174,State Highway Agency,Volusia County,,1997,13000,Prestressed Concrete Continuous,Segmental Box Girder,10,2319.9,SR-430            ,Good,6,7,7,7,Foundations Stable,81,21.4,35.6,2,-4.4,6,0,151,6,189.47,5093,1299,650,52.9,39.6
2003,Delaware,      1281 366 ,      1281 366 ,State Highway Agency,New Castle County,,1980,24248,Steel Continuous,Stringer/Multi-beam or Girder,2,274.9,SR 4 & SR 896     ,Good,23,7,7,7,Foundations stable; Scour above top of footing,83,11.5,32.5,3,-13.2,74,46,147,98,157.3,4605,1802.16,1455,99,57
2003,Maryland,100000070042010,100000070042010,State Highway Agency,Cecil County,,1973,6575,Steel,Stringer/Multi-beam or Girder,2,90.9,MD 273            ,Fair,30,6,6,6,Foundations stable; Scour above top of footing,83,11.5,32.5,3,-13.2,74,46,147,98,157.3,4605,1802.16,526,35.7,35.7
2003,Mississippi,11002200250051B,11002200250051B,State Highway Agency,Hinds County,,1976,28500,Steel Continuous,Stringer/Multi-beam or Girder,2,267.1,I 220             ,Good,27,8,8,8,Bridge not over waterway,78,17.5,37.8,1,-7.8,47,7,125,48,181.84,4623,1336.29,4275,69.4,41.7
2003,Mississippi,11002200250005A,11002200250005A,State Highway Agency,Hinds County,,1970,23000,Steel Continuous,Stringer/Multi-beam or Girder,3,321.9,I 220             ,Good,33,8,8,8,Bridge not over waterway,78,17.5,37.8,1,-7.8,47,7,125,48,181.84,4623,1336.29,3450,59.5,35.7
2003,New Jersey,        1143168,        1143168,State Highway Agency,Mercer County,,1998,2617,Prestressed Concrete,Stringer/Multi-beam or Girder,2,224.1,NJ ROUTE 133 EB   ,Good,5,8,8,9,Foundations stable; Scour above top of footing,82,10.5,35.8,1,-14.8,76,52,151,108,151.85,4445,1746.18,105,110.1,68.5
2003,Minnesota,5718           ,5718,State Highway Agency,Pine County,,1948,1950,Steel Continuous,Truss - Deck,3,402.9,TH 123            ,Fair,55,6,5,7,Foundations Stable; Protection Required,72,5.4,34.5,4,-28.2,82,101,82,175,170.99,1856,769.49,78,54,36
2003,New Jersey,        1328154,        1328154,State Highway Agency,Monmouth County,,1968,18820,Prestressed Concrete,Stringer/Multi-beam or Girder,2,169.9,NJ ROUTE 18 NB    ,Fair,35,6,6,7,Bridge not over waterway,,,,,,67,45,,,,,,941,81.4,37.7
2003,New Jersey,        0832162,        0832162,State Highway Agency,Gloucester County,,1983,17896,Steel Continuous,Stringer/Multi-beam or Girder,3,371.1,NJ ROUTE 47       ,Good,20,7,7,7,Bridge not over waterway,82,10.9,33.9,2,-14.8,82,47,147,111,153.26,4486,1770.76,716,79.4,47.6
2003,New Jersey,        1330151,        1330151,State Highway Agency,Monmouth County,,1969,16400,Steel,Stringer/Multi-beam or Girder,1,88.9,RT I-195 EB       ,Good,34,7,9,7,Bridge not over waterway,82,11.1,33.8,3,-13.7,67,45,153,92,151.33,4641,1712.74,2296,87.3,51.6
2003,Mississippi,310004306412140,310004306412140,State Highway Agency,Simpson County,,1963,2000,Steel,Stringer/Multi-beam or Girder,3,182.1,SR 43             ,Good,40,7,7,7,Evaluation not yet made,79,17.7,36.9,0,-7.4,48,5,130,49,161.47,4882,1486,100,54.5,32.6
2003,New Jersey,        1328153,        1328153,State Highway Agency,Monmouth County,,1968,7500,Prestressed Concrete,Stringer/Multi-beam or Girder,2,202.1,WEST BANGS AVENUE ,Fair,35,6,7,7,Bridge not over waterway,,,,,,67,45,,,,,,75,94.2,20.8
2003,New Jersey,        0828156,        0828156,State Highway Agency,Gloucester County,,1987,12830,Steel,Stringer/Multi-beam or Girder,1,107,N.J. ROUTE 55 NB  ,Good,16,8,8,8,Bridge not over waterway,82,11.5,32.9,3,-14.1,78,43,151,99,154.59,4639,1872.33,898,92.3,54.6
2003,New York,000000001016310,000000001016310,State Highway Agency,Steuben County,,1990,7522,Prestressed Concrete,Box Beam or Girders - Multiple,2,176.8,MAIN ST           ,Fair,13,7,5,8,Foundations stable; Scour above top of footing,80,7,29.8,0,-21.5,95,113,152,161,128.61,3449,1329.72,527,84,49.9
2003,Pennsylvania,222043001000000,000000000014359,State Highway Agency,Dauphin County,,1969,300,Steel Continuous,Stringer/Multi-beam or Girder,2,242.1,T-494/SCHOOLHS RD ,Fair,34,8,6,7,Bridge not over waterway,82,10,31.8,1,-16,84,64,151,123,162.15,4307,1674.87,24,62.5,37.7
2003,Pennsylvania,364003011000000,000000000042120,State Highway Agency,Lancaster County,,1936,2225,Steel,Truss - Thru,1,85,SR 4003           ,Poor,67,8,4,5,Foundations Stable,83,10.2,32.5,1,-15.8,89,59,142,124,160.29,4359,1765.04,89,31.7,20.8
2003,Pennsylvania,062011003401320,000000000005043,State Highway Agency,Berks County,,1978,13892,Prestressed Concrete,Stringer/Multi-beam or Girder,3,164,SR 2011 (LR 06143),Good,25,7,8,7,Bridge not over waterway,,,,,,92,67,,,,,,972,110.1,37.7
2003,Virginia,000000000023678,000000000023678,State Highway Agency,Fairfax County,,1993,9220,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,LEE CHAPEL ROAD   ,Good,10,8,8,8,Foundations Stable,82,12,33.7,1,-12.8,95,45,151,107,155.39,4487,1699.29,277,55.6,37.7
2003,Virginia,000000000014218,000000000014218,State Highway Agency,Prince William County,,1980,13000,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,WBL ROUTE 0066    ,Fair,23,8,6,7,Bridge not over waterway,82,11.2,32,2,-13.2,89,47,145,112,165.22,4438,1726.26,390,75.4,55.6
2003,Virginia,000000000023858,000000000023858,State Highway Agency,Fairfax County,,1993,2900,Prestressed Concrete,Stringer/Multi-beam or Girder,2,190.9,CLARA BARTON DR.  ,Good,10,8,8,8,Bridge not over waterway,82,11.2,32,2,-13.2,89,47,145,112,165.22,4438,1726.26,58,92.3,55.6
2003,Virginia,000000000014216,000000000014216,State Highway Agency,Prince William County,,1980,16143,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,EBL ROUTE 0066    ,Good,23,8,7,8,Bridge not over waterway,82,11.2,32,2,-13.2,89,47,145,112,165.22,4438,1726.26,161,75.4,55.6
2003,Virginia,000000000011061,000000000011061,State Highway Agency,Loudoun County,,1987,14554,Steel,Stringer/Multi-beam or Girder,3,210,SR-7 BYPASS WBL   ,Good,16,7,7,7,Foundations stable; Scour above top of footing,82,11.2,32,2,-13.2,89,47,145,112,165.22,4438,1726.26,582,110.1,60.5
2003,Virginia,000000000000131,000000000000131,State Highway Agency,Arlington County,,1973,25200,Steel,Stringer/Multi-beam or Girder,2,121.1,WASHINGTON BLVD.  ,Fair,30,7,7,6,Bridge not over waterway,82,11.6,31.1,3,-12.5,83,41,141,103,164.54,4541,1712.15,252,95.2,57.5
2003,Virginia,000000000000067,000000000000067,State Highway Agency,Arlington County,,1982,1875,Steel Continuous,Stringer/Multi-beam or Girder,2,226,NORTH SCOTT STREET,Fair,21,7,6,6,Bridge not over waterway,82,11.6,31.1,3,-12.5,83,41,141,103,164.54,4541,1712.15,19,76.4,37.7
2003,Pennsylvania,460309013000000,000000000027369,State Highway Agency,Montgomery County,,1958,56378,Steel Continuous,Stringer/Multi-beam or Girder,3,298.9,PA 309 BY-PASS    ,Fair,45,6,5,6,Bridge not over waterway,82,10.9,33.9,2,-14.8,82,47,147,111,153.26,4486,1770.76,1691,89.3,53.6
2003,Pennsylvania,550219019500000,000000000040268,State Highway Agency,Somerset County,,1998,1316,Prestressed Concrete,Stringer/Multi-beam or Girder,1,142.1,US 219 (SBL)      ,Fair,5,7,8,6,Evaluation not yet made,83,8.5,30.3,0,-16.5,84,98,165,139,143.6,4048,1782.5,118,110.1,53.6
2003,Pennsylvania,360324007012890,000000000021212,State Highway Agency,Lancaster County,,1970,834,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,PA 324;SR 0324    ,Fair,33,6,7,6,Evaluation not yet made,83,10.2,32.5,1,-15.8,89,59,142,124,160.29,4359,1765.04,50,77.4,21.8
2004,Pennsylvania,062011003401320,000000000005043,State Highway Agency,Berks County,,1978,14170,Prestressed Concrete,Stringer/Multi-beam or Girder,3,164,SR 2011 (LR 06143),Good,26,7,8,7,Bridge not over waterway,,,,,,85,46,,,,,,992,44.6,26.8
2004,Pennsylvania,460309013000000,000000000027369,State Highway Agency,Montgomery County,,1958,56378,Steel Continuous,Stringer/Multi-beam or Girder,3,298.9,PA 309 BY-PASS    ,Fair,46,6,5,5,Bridge not over waterway,81,11.6,31.7,2,-17.2,82,33,125,108,154.37,4287,1413.33,1691,89.3,53.6
2004,Pennsylvania,360324007012890,000000000021212,State Highway Agency,Lancaster County,,1970,852,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,PA 324;SR 0324    ,Fair,34,6,7,6,Countermeasures installed for mitigation,81,11,30.6,1,-17.3,79,33,135,111,156.92,4184,1321.31,51,77.4,21.8
2004,Pennsylvania,550219019500000,000000000040268,State Highway Agency,Somerset County,,1998,1316,Prestressed Concrete,Stringer/Multi-beam or Girder,1,142.1,US 219 (SBL)      ,Fair,6,7,8,6,Evaluation not yet made,82,9.3,31.3,0,-23.9,80,79,139,125,135.2,4076,1496.54,118,110.1,53.6
2004,Virginia,000000000000067,000000000000067,State Highway Agency,Arlington County,,1982,1875,Steel Continuous,Stringer/Multi-beam or Girder,2,226,NORTH SCOTT STREET,Fair,22,7,7,6,Bridge not over waterway,78,12.7,33,3,-14.9,69,20,120,97,160.22,3897,1147.31,19,76.4,37.7
2004,Maryland,100000070042010,100000070042010,State Highway Agency,Cecil County,,1973,10650,Steel,Stringer/Multi-beam or Girder,2,90.9,MD 273            ,Fair,31,6,6,6,Foundations stable; Scour above top of footing,80,12.3,31.8,3,-15.1,72,27,115,97,156.79,4260,1304.89,852,35.7,35.7
2004,Mississippi,11002200250005A,11002200250005A,State Highway Agency,Hinds County,,1970,23000,Steel Continuous,Stringer/Multi-beam or Girder,3,321.9,I 220             ,Good,34,8,8,8,Bridge not over waterway,80,17.7,33.7,1,-6.4,34,4,133,35,174.18,4861,1501.25,3450,59.5,35.7
2004,Virginia,000000000000131,000000000000131,State Highway Agency,Arlington County,,1973,25393,Steel,Stringer/Multi-beam or Girder,2,121.1,WASHINGTON BLVD.  ,Fair,31,7,7,6,Bridge not over waterway,78,12.7,33,3,-14.9,69,20,120,97,160.22,3897,1147.31,254,95.2,57.5
2004,Virginia,000000000014218,000000000014218,State Highway Agency,Prince William County,,1980,13000,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,WBL ROUTE 0066    ,Fair,24,8,6,7,Bridge not over waterway,78,12.4,34.3,2,-16.5,81,22,121,108,159.67,3816,1178.24,390,75.4,55.6
2004,Delaware,      1305N082 ,      1305N082 ,State Highway Agency,New Castle County,,1994,35781,Prestressed Concrete,Stringer/Multi-beam or Girder,1,75.1,DUPONT HWY        ,Good,10,7,8,8,Foundations stable; Scour above top of footing,80,12.3,31.8,3,-15.1,72,27,115,97,156.79,4260,1304.89,6083,99,72
2004,Delaware,      1281 366 ,      1281 366 ,State Highway Agency,New Castle County,,1980,23333,Steel Continuous,Stringer/Multi-beam or Girder,2,274.9,CHRISTINA PARKWAY ,Fair,24,7,6,7,Foundations stable; Scour above top of footing,80,12.3,31.8,3,-15.1,72,27,115,97,156.79,4260,1304.89,1167,110.1,56.7
2004,Delaware,      1806 060 ,      1806 060 ,State Highway Agency,New Castle County,,1975,26377,Steel Continuous,Stringer/Multi-beam or Girder,2,222.1,I 495 SB          ,Fair,29,8,6,6,Bridge not over waterway,80,12.3,31.8,3,-15.1,72,27,115,97,156.79,4260,1304.89,2638,64,38
2004,Mississippi,11002200250051B,11002200250051B,State Highway Agency,Hinds County,,1976,28500,Steel Continuous,Stringer/Multi-beam or Girder,2,267.1,I 220             ,Good,28,8,8,8,Bridge not over waterway,80,17.7,33.7,1,-6.4,34,4,133,35,174.18,4861,1501.25,4275,69.4,41.7
2004,Mississippi,11002200250005B,11002200250005B,State Highway Agency,Hinds County,,1977,23000,Steel Continuous,Stringer/Multi-beam or Girder,3,315,I 220             ,Good,27,8,8,8,Bridge not over waterway,80,17.7,33.7,1,-6.4,34,4,133,35,174.18,4861,1501.25,3450,58.5,34.7
2004,Mississippi,11000100240460B,11000100240460B,State Highway Agency,Harrison County,,1970,24000,Prestressed Concrete,Stringer/Multi-beam or Girder,1,422.9,I 10              ,Good,34,7,7,8,Bridge not over waterway,78,20.6,33.8,3,-1,6,1,128,6,192.84,4413,1327.45,3120,68.7,65.7
2004,Mississippi,21000840161114B,21000840161114B,State Highway Agency,Covington County,,2002,1800,Prestressed Concrete,Stringer/Multi-beam or Girder,1,140.1,US 84             ,Good,2,8,8,8,Foundations stable; Scour above top of footing,81,18.2,36,0,-6.1,30,1,126,30,165.45,5173,1340.82,180,47.3,42
2004,Mississippi,310004306412140,310004306412140,State Highway Agency,Simpson County,,1963,2000,Steel,Stringer/Multi-beam or Girder,3,182.1,SR 43             ,Good,41,7,7,7,Evaluation not yet made,81,17.9,34.8,0,-6.1,31,3,126,32,152.42,5071,1421.35,100,54.5,32.6
2004,Minnesota,5718           ,5718,State Highway Agency,Pine County,,1948,2200,Steel Continuous,Truss - Deck,3,402.9,TH 123            ,Fair,56,6,5,7,Foundations Stable; Protection Required,72,5.6,33.7,3,-36.1,94,94,120,168,167.79,2092,1011.99,110,54,36
2004,New Jersey,        1328154,        1328154,State Highway Agency,Monmouth County,,1968,18130,Prestressed Concrete,Stringer/Multi-beam or Girder,2,169.9,NJ ROUTE 18 NB    ,Fair,36,6,6,7,Bridge not over waterway,,,,,,69,32,,,,,,907,82,38
2004,Mississippi,11000100240435B,11000100240435B,State Highway Agency,Harrison County,,1970,23000,Prestressed Concrete,Stringer/Multi-beam or Girder,1,217.8,I 10              ,Good,34,7,7,8,Bridge not over waterway,78,20.6,33.8,3,-1,6,1,128,6,192.84,4413,1327.45,2990,66.9,61.5
2004,New Jersey,        1328153,        1328153,State Highway Agency,Monmouth County,,1968,7500,Prestressed Concrete,Stringer/Multi-beam or Girder,2,202.1,WEST BANGS AVENUE ,Fair,36,6,7,7,Bridge not over waterway,,,,,,69,32,,,,,,75,95,21.1
2004,New Jersey,        1330151,        1330151,State Highway Agency,Monmouth County,,1969,16400,Steel,Stringer/Multi-beam or Girder,1,88.9,RT I-195 EB       ,Good,35,7,9,7,Bridge not over waterway,80,11.9,30.4,3,-15.3,69,32,124,94,154.22,4276,1472.26,2296,88,52
2004,New Jersey,        0828156,        0828156,State Highway Agency,Gloucester County,,1987,12830,Steel,Stringer/Multi-beam or Girder,1,107,N.J. ROUTE 55 NB  ,Good,17,8,8,8,Bridge not over waterway,80,12.2,31.1,3,-15.9,72,29,125,96,156.26,4263,1438.6,898,93,55
2004,New Jersey,        0832162,        0832162,State Highway Agency,Gloucester County,,1983,17896,Steel Continuous,Stringer/Multi-beam or Girder,3,371.1,NJ ROUTE 47       ,Good,21,7,7,7,Bridge not over waterway,81,11.6,31.7,2,-17.2,82,33,125,108,154.37,4287,1413.33,716,80,48
2004,New York,000000001016310,000000001016310,State Highway Agency,Allegany County,,1990,7522,Prestressed Concrete,Box Beam or Girders - Multiple,2,176.8,RTE 21            ,Fair,14,7,5,8,Foundations stable; Scour above top of footing,83,7.5,29,0,-24.2,84,112,161,143,140.77,3957,1417.28,527,84,50
2004,New Jersey,        1143168,        1143168,State Highway Agency,Mercer County,,1998,2617,Prestressed Concrete,Stringer/Multi-beam or Girder,2,224.1,NJ ROUTE 133 EB   ,Good,6,8,8,9,Foundations stable; Scour above top of footing,80,11.2,31.9,1,-16.6,77,36,134,104,152.61,4210,1432.05,105,99,69
2004,Pennsylvania,222043001000000,000000000014359,State Highway Agency,Dauphin County,,1969,589,Steel Continuous,Stringer/Multi-beam or Girder,2,242.1,T-494/SCHOOLHS RD ,Fair,35,8,6,7,Bridge not over waterway,81,10.8,31,1,-19.1,76,31,129,110,159.54,4083,1297.42,47,62.5,37.7
